h1_run_17_12342.rmf3	7.74491362091	33.2809944292 
h1_run_8_10230.rmf3	8.74341391684	31.8922455208 
h1_run_4_13844.rmf3	8.55472154567	30.4722869691 
h1_run_1_40286.rmf3	8.39587717185	30.7023748518 
h1_run_17_5838.rmf3	8.9633397621	33.5177115593 
h1_run_15_30860.rmf3	9.1891657062	31.6675168879 
h1_run_4_43030.rmf3	8.80857442762	30.5894745443 
h1_run_8_45746.rmf3	8.63835234743	29.4014216986 
h1_run_6_43598.rmf3	8.46057438212	29.6656432271 
h1_run_13_33988.rmf3	8.7311312837	31.7522194967 
h1_run_13_37700.rmf3	9.00366450134	31.6141769852 
h1_run_4_23052.rmf3	8.91057925067	31.2001212385 
h1_run_8_49882.rmf3	7.89339167941	30.6216659525 
h1_run_1_39716.rmf3	8.80229564029	33.7847896642 
h1_run_20_28308.rmf3	9.01643523856	31.5735382999 
h1_run_20_46324.rmf3	8.88559438708	30.4083277134 
h1_run_11_27174.rmf3	8.43046172155	30.672261824 
h1_run_6_21812.rmf3	7.98120135638	37.8516556978 
h1_run_17_18294.rmf3	8.50497164157	29.8950224549 
h1_run_4_6556.rmf3	8.50322476053	29.8469741695 
h1_run_11_27676.rmf3	8.57922243974	29.8152396013 
h1_run_6_45646.rmf3	8.73136675341	29.4005231486 
h1_run_4_11990.rmf3	8.59549066264	30.5994362232 
h1_run_13_42748.rmf3	8.78361939977	34.2446381185 
h1_run_11_21078.rmf3	7.93790941258	34.3345164712 
h1_run_4_28648.rmf3	8.70543718586	29.7251743712 
h1_run_20_43498.rmf3	8.12347170467	29.172840148 
h1_run_20_36476.rmf3	9.06519294626	31.1679061725 
h1_run_17_39384.rmf3	8.3414548713	34.5087663331 
h1_run_1_15600.rmf3	8.65824052858	31.1766900406 
h1_run_20_27358.rmf3	8.55776718412	31.2149555493 
h1_run_8_40696.rmf3	8.39861360689	30.486802466 
h1_run_17_45834.rmf3	8.66438240609	32.5371555087 
h1_run_4_14666.rmf3	8.84565808964	31.9704309144 
h1_run_4_44608.rmf3	8.28985190206	34.9892723151 
h1_run_6_17130.rmf3	9.08581367859	31.4753420693 
h1_run_1_32910.rmf3	8.55647865635	31.4175219475 
h1_run_4_9048.rmf3	9.16362777509	33.8642786228 
h1_run_4_45474.rmf3	8.83480213596	32.6064688502 
h1_run_8_48952.rmf3	8.23511352558	31.9611948332 
h1_run_15_33200.rmf3	9.01746181626	30.8357661084 
h1_run_1_10048.rmf3	8.66770932422	30.7471864776 
h1_run_15_2406.rmf3	8.44362026071	32.5643815142 
h1_run_6_48936.rmf3	8.88359405372	32.6202625251 
h1_run_20_15428.rmf3	8.45393548386	30.4359025865 
h1_run_6_40046.rmf3	8.2016589411	31.9638566724 
h1_run_15_26974.rmf3	9.18631104	31.8709689676 
h1_run_8_16972.rmf3	8.13878103345	33.552392084 
h1_run_13_20596.rmf3	8.96673765286	32.4565020867 
h1_run_13_10656.rmf3	8.45105278289	33.5751461496 
h1_run_13_46666.rmf3	8.48580017447	30.517326862 
h1_run_6_4412.rmf3	7.80916554411	35.1571546234 
h1_run_15_7816.rmf3	8.76834358258	29.8015078802 
h1_run_6_45952.rmf3	8.16693290914	30.0548166432 
h1_run_20_39498.rmf3	8.77248267825	30.0503242082 
h1_run_20_28802.rmf3	8.53153336874	30.6451481867 
h1_run_8_17078.rmf3	8.57718045859	30.04000649 
h1_run_15_31092.rmf3	8.91576764874	31.5794872289 
h1_run_4_28374.rmf3	8.25744340627	30.693697649 
h1_run_15_47814.rmf3	8.9423828544	30.9701244136 
h1_run_4_32470.rmf3	8.64550972282	37.4849528174 
h1_run_13_39152.rmf3	8.89605172529	33.2661674433 
h1_run_4_26250.rmf3	8.25472423635	29.6903900647 
h1_run_6_13464.rmf3	8.37976782943	32.5086791034 
h1_run_1_7838.rmf3	8.5834240279	30.2487127961 
h1_run_8_6066.rmf3	8.67114715028	30.0588073097 
h1_run_15_38748.rmf3	8.17787137898	29.2747081403 
h1_run_11_13200.rmf3	8.16068390909	30.3010940949 
h1_run_11_25262.rmf3	8.60150947368	35.9659955308 
h1_run_20_32516.rmf3	8.20269204467	29.9430005755 
h1_run_1_16686.rmf3	8.70214518571	32.6438769455 
h1_run_8_17844.rmf3	8.37502245249	30.7554235876 
h1_run_8_3604.rmf3	9.04468767512	31.8948384961 
h1_run_6_4754.rmf3	7.86479719178	32.7499089315 
h1_run_17_21864.rmf3	8.32354934158	34.4596462147 
h1_run_20_36732.rmf3	7.95840554844	35.0004506786 
h1_run_8_22956.rmf3	8.78384578576	31.8309091339 
h1_run_6_27260.rmf3	8.76184041964	37.8614927184 
h1_run_13_42268.rmf3	8.62445773234	32.8552028278 
h1_run_15_45606.rmf3	8.27547336473	32.5447399062 
h1_run_15_7252.rmf3	8.53666206938	32.770881471 
h1_run_17_6206.rmf3	8.86563983178	29.936622713 
h1_run_4_47024.rmf3	8.92194774691	29.7014762862 
h1_run_6_14566.rmf3	8.92092788503	32.1658200344 
h1_run_4_10196.rmf3	8.00205795772	32.6720580449 
h1_run_8_21134.rmf3	8.10557647169	30.8660518296 
h1_run_17_6488.rmf3	9.45195531227	38.8656931058 
h1_run_20_41194.rmf3	8.44063202103	30.9427255229 
h1_run_1_12400.rmf3	8.97398054332	30.753173505 
h1_run_1_39810.rmf3	9.03067944106	30.4378749651 
h1_run_8_10698.rmf3	8.95765245203	32.9173233306 
h1_run_4_27404.rmf3	8.53061390337	31.0233150412 
h1_run_15_15738.rmf3	8.83013984566	39.7349918662 
h1_run_17_30156.rmf3	9.14696030341	35.5995993617 
h1_run_1_47358.rmf3	8.67273343874	29.3879314576 
h1_run_6_31106.rmf3	8.76439911263	31.6042963937 
h1_run_15_46168.rmf3	8.37869945905	31.7598856538 
h1_run_4_38498.rmf3	8.78306701621	33.2191246694 
h1_run_1_12690.rmf3	8.70099156471	31.1763424977 
h1_run_13_27590.rmf3	8.06002131207	31.6300060796 
h1_run_6_28130.rmf3	9.11467408378	34.9404394514 
h1_run_11_26366.rmf3	8.17124226304	32.5553556595 
h1_run_4_48602.rmf3	8.22687734355	29.5878545782 
h1_run_6_37224.rmf3	8.59421098382	30.4559699462 
h1_run_17_3780.rmf3	8.98504040895	31.7226190622 
h1_run_11_10264.rmf3	9.0746891071	30.2895414346 
h1_run_20_43444.rmf3	8.73321721118	29.8271542838 
h1_run_11_15802.rmf3	8.75644941465	31.2518915775 
h1_run_13_40146.rmf3	8.57908542042	29.4238237235 
h1_run_15_19314.rmf3	8.71471983345	31.0566510976 
h1_run_17_17690.rmf3	8.56571173257	33.058520175 
h1_run_8_18312.rmf3	8.17204264706	30.16200774 
h1_run_8_30948.rmf3	8.06060464676	33.6236582576 
h1_run_1_25892.rmf3	7.96128840355	31.1695738944 
h1_run_4_26446.rmf3	8.4754219411	29.7445725162 
h1_run_4_36780.rmf3	9.07414774709	30.5301660358 
h1_run_8_7904.rmf3	9.15335307278	32.999523088 
h1_run_15_12862.rmf3	8.33775093608	29.7011189603 
h1_run_1_26098.rmf3	8.79966436916	29.7663697021 
h1_run_11_6728.rmf3	8.73979806416	33.5463976123 
h1_run_17_29070.rmf3	8.70470822209	29.3117522224 
h1_run_8_11998.rmf3	8.58427948717	34.8928947341 
h1_run_20_17984.rmf3	9.23135854953	30.8434879082 
h1_run_8_46960.rmf3	8.70988032916	33.3576646197 
h1_run_20_33596.rmf3	8.45837863886	30.8616085923 
h1_run_15_10760.rmf3	8.63277572645	31.291875235 
h1_run_11_40954.rmf3	8.88108448986	31.5342962113 
h1_run_15_21002.rmf3	9.1557520504	32.124914323 
h1_run_11_48402.rmf3	8.76519797699	30.9559141888 
h1_run_4_34694.rmf3	8.34315101959	34.2153750744 
h1_run_20_30214.rmf3	9.03685839473	34.0469230123 
h1_run_4_12834.rmf3	8.25822743298	31.6836633183 
h1_run_8_3270.rmf3	8.4141325349	30.7018601712 
h1_run_13_31604.rmf3	8.88205640617	36.418483358 
h1_run_6_39212.rmf3	8.82507352085	32.3170930165 
h1_run_11_21710.rmf3	8.67928550308	31.0082034783 
h1_run_13_20562.rmf3	8.6343314103	29.799843885 
h1_run_11_29336.rmf3	8.69276994811	29.5919582733 
h1_run_6_45250.rmf3	8.17918183361	29.967494247 
h1_run_6_15296.rmf3	8.26504130728	31.9373740375 
h1_run_6_952.rmf3	8.81843452026	30.830927601 
